IDKhachHang,IDSanPham,Rating
e4f3f0bd-8c70-4780-b5b5-825c224562d6,c27e0739-6e7d-486b-9924-fb232ad5c787,7
e4f3f0bd-8c70-4780-b5b5-825c224562d6,790d882d-7f62-4d77-b38b-6048e770cb1d,4
ada1aae0-2e89-4d58-adba-85c19fe42e33,f41fa5cd-0095-45aa-927d-c1cf50eea513,5
c92aba10-ff07-4687-a8cc-84fa1a35201f,f0820da3-5a28-4369-806c-e3b13f5d8d4f,6
2fec2e71-65a7-462d-826a-e897b9ac4100,9989a952-6834-4e16-93b9-7d42aca6cdcd,5
e4f3f0bd-8c70-4780-b5b5-825c224562d6,e19d6988-6235-4351-ae13-7d7920e097fb,4
6dfc68af-9e90-4082-b9eb-1cb983e7338a,e03a5d10-11c7-4d23-a92a-b68d76f97786,1
2fec2e71-65a7-462d-826a-e897b9ac4100,16a187a5-5735-44b7-81fb-4655a5ac4018,1
ada1aae0-2e89-4d58-adba-85c19fe42e33,72289546-4161-4817-a4eb-0198de4f1162,6
64fccc06-80c9-40b9-bb7b-b37f6993b222,96132d52-18c9-4f61-9ee0-ff974d61bcb3,5
e4f3f0bd-8c70-4780-b5b5-825c224562d6,7c034dec-9285-43b7-b93c-93642700ceb1,8
e4f3f0bd-8c70-4780-b5b5-825c224562d6,16a187a5-5735-44b7-81fb-4655a5ac4018,7
09aacb5c-8f49-447e-8cfc-39ab530ce22c,3e9b9c8f-e2bb-4372-8674-c84c8c0ea097,3
457cf741-d045-425f-a318-4daea5249b38,cf52c2b4-c3a7-41ae-815c-2278f37af49a,3
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,eaf8a7dd-8472-4358-bc06-499861f70835,3
e4f3f0bd-8c70-4780-b5b5-825c224562d6,ac6abcc9-67e3-41a6-a57a-472c90534968,6
e4f3f0bd-8c70-4780-b5b5-825c224562d6,55191266-0a57-4f27-a337-22a69fc5e80a,4
2fec2e71-65a7-462d-826a-e897b9ac4100,ba32e70e-b751-4759-a293-6613829a598c,3
dc09f89b-4a54-4886-8928-b1456a820351,5cf6c6f6-d5f4-4d2c-9425-75d9043f4796,5
64fccc06-80c9-40b9-bb7b-b37f6993b222,b376ec51-5964-4146-b400-c40460325f35,2
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,33d61475-0e89-4440-bc0c-38dbe7a3322c,5
09aacb5c-8f49-447e-8cfc-39ab530ce22c,ad6d096f-4a05-4c67-8cec-85fad22614e9,3
cec93e1d-c726-4237-a0dc-fd6c9776a590,acd40bc5-cc77-4e49-9c39-d2e145e4d860,5
ada1aae0-2e89-4d58-adba-85c19fe42e33,4ce78636-4214-4054-a8f1-d0ef620d5658,7
e0b7fb18-3f29-4f46-81db-722f953849d9,e0d13706-ec75-4cb6-afdd-4ebd858528b0,6
ada1aae0-2e89-4d58-adba-85c19fe42e33,300dfc7a-ad3c-4dc2-877f-68a22d825dbe,9
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,acd40bc5-cc77-4e49-9c39-d2e145e4d860,3
e0743e82-2633-4fbd-bbca-ee04abd2d9b0,5cf6c6f6-d5f4-4d2c-9425-75d9043f4796,5
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,53cb5da5-cbfa-4772-a63e-a2f8bd0d3dae,3
af30f3e8-0fe8-494c-91d4-0defbb295646,e06e9c7a-e1b6-4aff-a9ac-61a0c5b80f78,3
c92aba10-ff07-4687-a8cc-84fa1a35201f,4ce78636-4214-4054-a8f1-d0ef620d5658,3
dc09f89b-4a54-4886-8928-b1456a820351,0476cda4-212c-4a4f-bebf-05c7efa6f8bb,6
c7c47e69-f785-4b6a-b365-b654c3df58fa,ada479bd-101c-4386-bbc9-56c419f088d5,6
e0743e82-2633-4fbd-bbca-ee04abd2d9b0,633ff790-58d9-4209-8e1c-fff67182c336,7
15804d26-b2a9-45ed-981e-886632401450,1243dd51-d3bf-4787-9bd5-f13e4bf6878a,1
6dfc68af-9e90-4082-b9eb-1cb983e7338a,58dcf9bb-9f32-4629-9d1c-cb2718d63293,4
ada1aae0-2e89-4d58-adba-85c19fe42e33,d3dd9cb2-ea67-47c9-bae9-e4b7d99bd320,7
6dfc68af-9e90-4082-b9eb-1cb983e7338a,790d882d-7f62-4d77-b38b-6048e770cb1d,2
84c2c6bc-837f-4688-a7c4-c389764e1893,fbfcdf37-5618-46f1-887b-0ad49ac94bcd,1
ada1aae0-2e89-4d58-adba-85c19fe42e33,ad6d096f-4a05-4c67-8cec-85fad22614e9,3
e0b7fb18-3f29-4f46-81db-722f953849d9,3ac9e155-32dd-47ff-a10f-f38484ab7dcb,8
e4f3f0bd-8c70-4780-b5b5-825c224562d6,34cf26f6-c0d0-4620-bf37-898d6ad15e42,7
828ed99e-44fc-4c4f-824f-2507063b47cb,699ccf7f-e862-4c23-a1b0-602b4ac9005c,3
a453c643-32c0-4a5d-870b-094089fcd486,cf52c2b4-c3a7-41ae-815c-2278f37af49a,8
e0b7fb18-3f29-4f46-81db-722f953849d9,c2877bce-4978-441f-9bb4-82e32174b8b6,3
2fec2e71-65a7-462d-826a-e897b9ac4100,5023be57-3b6e-438a-8395-cc76330e9daf,3
af30f3e8-0fe8-494c-91d4-0defbb295646,59dc8d72-275f-40e3-92d0-dfbffba7f19c,4
e0743e82-2633-4fbd-bbca-ee04abd2d9b0,3cd7b15f-98fb-4ed2-917a-e0185536f701,1
2fec2e71-65a7-462d-826a-e897b9ac4100,26c766a9-8e1c-4cc8-b808-2d0b488830da,7
09aacb5c-8f49-447e-8cfc-39ab530ce22c,0eaea139-383b-4bf5-9b16-96e96fe4dbc5,9
e0743e82-2633-4fbd-bbca-ee04abd2d9b0,93a19c11-38c1-4535-bef9-e181c4a4aba2,6
ada1aae0-2e89-4d58-adba-85c19fe42e33,e03a5d10-11c7-4d23-a92a-b68d76f97786,7
e4f3f0bd-8c70-4780-b5b5-825c224562d6,00d39248-27b2-48e8-a590-d7bdef0a52e2,1
828ed99e-44fc-4c4f-824f-2507063b47cb,9936f882-0861-4d9c-bcc7-4308efe922c5,1
84c2c6bc-837f-4688-a7c4-c389764e1893,790d882d-7f62-4d77-b38b-6048e770cb1d,8
64fccc06-80c9-40b9-bb7b-b37f6993b222,95fffa61-979d-455c-938a-5a0d653a1fcd,3
dc09f89b-4a54-4886-8928-b1456a820351,1243dd51-d3bf-4787-9bd5-f13e4bf6878a,3
2fec2e71-65a7-462d-826a-e897b9ac4100,d3dd9cb2-ea67-47c9-bae9-e4b7d99bd320,8
ada1aae0-2e89-4d58-adba-85c19fe42e33,55191266-0a57-4f27-a337-22a69fc5e80a,5
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,4a45e77d-82e3-40f0-b6db-49ac7fe4fbd3,6
64fccc06-80c9-40b9-bb7b-b37f6993b222,b9e4aa38-e219-43ac-a0b2-df3112b509bb,7
15804d26-b2a9-45ed-981e-886632401450,e916f4cf-52af-4e11-929a-100e032fa69c,6
457cf741-d045-425f-a318-4daea5249b38,16a187a5-5735-44b7-81fb-4655a5ac4018,4
af30f3e8-0fe8-494c-91d4-0defbb295646,14410858-b470-4ce6-86ff-7cc5d1bb460c,9
457cf741-d045-425f-a318-4daea5249b38,f6a8bec6-efa5-4570-84a1-1705b637001d,7
828ed99e-44fc-4c4f-824f-2507063b47cb,7a881c39-38ae-4383-8b8b-73c9088d37d8,4
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,d3dd9cb2-ea67-47c9-bae9-e4b7d99bd320,6
6dfc68af-9e90-4082-b9eb-1cb983e7338a,790d882d-7f62-4d77-b38b-6048e770cb1d,2
828ed99e-44fc-4c4f-824f-2507063b47cb,71f493e9-e838-45a5-9bee-deb4141829e7,8
64fccc06-80c9-40b9-bb7b-b37f6993b222,6523da64-2936-474f-927f-94296f2a0ec5,3
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,bb3ef71a-eb24-4cbe-859f-1b2642d74e94,9
6dfc68af-9e90-4082-b9eb-1cb983e7338a,33e7b7da-5bcb-4aec-bf80-f4453118d26e,1
84c2c6bc-837f-4688-a7c4-c389764e1893,fea5e600-588d-464c-a6c5-42b3075541d9,2
6dfc68af-9e90-4082-b9eb-1cb983e7338a,0eaea139-383b-4bf5-9b16-96e96fe4dbc5,3
a453c643-32c0-4a5d-870b-094089fcd486,55191266-0a57-4f27-a337-22a69fc5e80a,5
2fec2e71-65a7-462d-826a-e897b9ac4100,cb48e29e-a738-4739-bc63-d4265c5d3780,8
c7c47e69-f785-4b6a-b365-b654c3df58fa,46d4d0c3-8d1c-4018-9009-aadba742c825,3
64fccc06-80c9-40b9-bb7b-b37f6993b222,0eaea139-383b-4bf5-9b16-96e96fe4dbc5,1
15804d26-b2a9-45ed-981e-886632401450,c59ab3a8-eef3-46c6-b38c-3451f502ee84,6
c92aba10-ff07-4687-a8cc-84fa1a35201f,eed94e47-4cab-4caf-bda2-999163a41de4,2
e4f3f0bd-8c70-4780-b5b5-825c224562d6,8e023862-6d6e-41f5-9ba0-204f5103eb2a,6
84c2c6bc-837f-4688-a7c4-c389764e1893,541c617d-0316-4df9-81e1-ff47e1c04d8a,8
457cf741-d045-425f-a318-4daea5249b38,fcf0957f-eda8-489b-b145-9e907fd0e750,9
af30f3e8-0fe8-494c-91d4-0defbb295646,e66ddfa5-33d7-4805-ae15-a8e7a3c7104f,5
cec93e1d-c726-4237-a0dc-fd6c9776a590,99ce241d-7db4-4744-b559-50bf0379803f,2
64fccc06-80c9-40b9-bb7b-b37f6993b222,99ce241d-7db4-4744-b559-50bf0379803f,3
828ed99e-44fc-4c4f-824f-2507063b47cb,b042dbd5-57f5-45ba-901d-634da70cb7b2,4
64fccc06-80c9-40b9-bb7b-b37f6993b222,cf52c2b4-c3a7-41ae-815c-2278f37af49a,9
af30f3e8-0fe8-494c-91d4-0defbb295646,37234f99-80e8-4575-a600-f909ba6fe9a7,5
dc09f89b-4a54-4886-8928-b1456a820351,46d4d0c3-8d1c-4018-9009-aadba742c825,4
2fec2e71-65a7-462d-826a-e897b9ac4100,662a2a61-0678-4c98-8682-f428126354fa,3
c92aba10-ff07-4687-a8cc-84fa1a35201f,5cf6c6f6-d5f4-4d2c-9425-75d9043f4796,5
dc09f89b-4a54-4886-8928-b1456a820351,9936f882-0861-4d9c-bcc7-4308efe922c5,8
dc09f89b-4a54-4886-8928-b1456a820351,c59ab3a8-eef3-46c6-b38c-3451f502ee84,6
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,9b87fdab-2dab-45bd-addc-ca3d3886517c,9
cec93e1d-c726-4237-a0dc-fd6c9776a590,a652428c-827b-4810-920a-74f43b7eacc6,6
e4f3f0bd-8c70-4780-b5b5-825c224562d6,bfa611de-6ac1-4741-af3a-be39179b99ab,3
828ed99e-44fc-4c4f-824f-2507063b47cb,4503d60b-5d78-4357-b694-050cce547abc,2
cec93e1d-c726-4237-a0dc-fd6c9776a590,b042dbd5-57f5-45ba-901d-634da70cb7b2,5
6dfc68af-9e90-4082-b9eb-1cb983e7338a,4b959862-c112-45be-8953-40a1981d9b82,9
dc09f89b-4a54-4886-8928-b1456a820351,f7d5f1c8-1ae9-4dec-8344-1d5802266cb1,5
84c2c6bc-837f-4688-a7c4-c389764e1893,04de64fb-5e5a-412f-b669-3e56358f53f4,2
c7c47e69-f785-4b6a-b365-b654c3df58fa,300dfc7a-ad3c-4dc2-877f-68a22d825dbe,7
84c2c6bc-837f-4688-a7c4-c389764e1893,71f493e9-e838-45a5-9bee-deb4141829e7,9
15804d26-b2a9-45ed-981e-886632401450,126922d3-4698-48c2-a0da-36fb67c4283e,3
6dfc68af-9e90-4082-b9eb-1cb983e7338a,e4f9cd96-a1e6-4a8c-a2b3-dbc06c5e0e69,6
dc09f89b-4a54-4886-8928-b1456a820351,d0bffd7e-d445-440b-a0d1-de61edb2c318,6
84c2c6bc-837f-4688-a7c4-c389764e1893,b0e348cb-7c15-432b-b7e6-fbc4bdae3917,5
6dfc68af-9e90-4082-b9eb-1cb983e7338a,0476cda4-212c-4a4f-bebf-05c7efa6f8bb,5
ada1aae0-2e89-4d58-adba-85c19fe42e33,a652428c-827b-4810-920a-74f43b7eacc6,7
e0b7fb18-3f29-4f46-81db-722f953849d9,0476cda4-212c-4a4f-bebf-05c7efa6f8bb,2
c7c47e69-f785-4b6a-b365-b654c3df58fa,87a5a95b-82fa-46e7-9885-6e139ff3d089,9
84c2c6bc-837f-4688-a7c4-c389764e1893,e06e9c7a-e1b6-4aff-a9ac-61a0c5b80f78,7
457cf741-d045-425f-a318-4daea5249b38,7a881c39-38ae-4383-8b8b-73c9088d37d8,5
eb62d256-e026-46a7-ab41-1b3399dba565,4ce78636-4214-4054-a8f1-d0ef620d5658,1
6dfc68af-9e90-4082-b9eb-1cb983e7338a,a8abfc6e-c6f0-4303-8e25-06a6eac3f841,7
dc09f89b-4a54-4886-8928-b1456a820351,33d61475-0e89-4440-bc0c-38dbe7a3322c,7
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,59dc8d72-275f-40e3-92d0-dfbffba7f19c,2
64fccc06-80c9-40b9-bb7b-b37f6993b222,9989a952-6834-4e16-93b9-7d42aca6cdcd,9
828ed99e-44fc-4c4f-824f-2507063b47cb,02f3a434-d99e-4658-9343-fbe128650670,6
eb62d256-e026-46a7-ab41-1b3399dba565,fe29e5d8-6e7b-418f-917e-3d53f4ee5c91,5
c92aba10-ff07-4687-a8cc-84fa1a35201f,e03f9e8e-7319-4eee-b668-cd127096cb20,6
09aacb5c-8f49-447e-8cfc-39ab530ce22c,ac9466ef-951f-4dd3-b2f7-1e22849c2a3d,8
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,d3dd9cb2-ea67-47c9-bae9-e4b7d99bd320,1
15804d26-b2a9-45ed-981e-886632401450,14410858-b470-4ce6-86ff-7cc5d1bb460c,3
c92aba10-ff07-4687-a8cc-84fa1a35201f,e66ddfa5-33d7-4805-ae15-a8e7a3c7104f,2
eb62d256-e026-46a7-ab41-1b3399dba565,a10c4072-c790-45c7-8166-3f6258f17edd,9
64fccc06-80c9-40b9-bb7b-b37f6993b222,298f7a13-fdd9-49be-9806-576fe5552bfd,8
15804d26-b2a9-45ed-981e-886632401450,cf52c2b4-c3a7-41ae-815c-2278f37af49a,2
828ed99e-44fc-4c4f-824f-2507063b47cb,3ac9e155-32dd-47ff-a10f-f38484ab7dcb,9
e4f3f0bd-8c70-4780-b5b5-825c224562d6,24877bf7-480d-4cc1-aefa-18c9c3738e61,8
e0743e82-2633-4fbd-bbca-ee04abd2d9b0,7eae05d8-f357-47b2-8144-a366b4e7b99a,8
09aacb5c-8f49-447e-8cfc-39ab530ce22c,a35fd05f-6083-4256-aa8e-d7a66ca7c6dd,7
6dfc68af-9e90-4082-b9eb-1cb983e7338a,58312f94-8f6b-42d6-b48f-d271b8f714a1,3
ada1aae0-2e89-4d58-adba-85c19fe42e33,e2e457da-6c8d-42ce-8d1a-0d8f373de375,5
6dfc68af-9e90-4082-b9eb-1cb983e7338a,dd66b7d1-6983-4665-873f-b94ad3bf818e,4
6dfc68af-9e90-4082-b9eb-1cb983e7338a,df45dd81-e24a-4f02-9698-75cce10de193,2
ada1aae0-2e89-4d58-adba-85c19fe42e33,fcf0957f-eda8-489b-b145-9e907fd0e750,7
e4f3f0bd-8c70-4780-b5b5-825c224562d6,eed94e47-4cab-4caf-bda2-999163a41de4,7
e0743e82-2633-4fbd-bbca-ee04abd2d9b0,58312f94-8f6b-42d6-b48f-d271b8f714a1,2
64fccc06-80c9-40b9-bb7b-b37f6993b222,46837953-d045-45b3-8db0-7781cf989b2b,9
a453c643-32c0-4a5d-870b-094089fcd486,0476cda4-212c-4a4f-bebf-05c7efa6f8bb,6
a453c643-32c0-4a5d-870b-094089fcd486,7398c7cd-3fd4-49dc-94aa-15d0171d9b88,4
828ed99e-44fc-4c4f-824f-2507063b47cb,3cd7b15f-98fb-4ed2-917a-e0185536f701,9
c7c47e69-f785-4b6a-b365-b654c3df58fa,96848913-1bbf-40d6-8fb2-f96ae7577378,3
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,c59ab3a8-eef3-46c6-b38c-3451f502ee84,6
c7c47e69-f785-4b6a-b365-b654c3df58fa,93a19c11-38c1-4535-bef9-e181c4a4aba2,6
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,797679dd-af48-404e-96e4-164413696b79,6
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,33e7b7da-5bcb-4aec-bf80-f4453118d26e,1
e0743e82-2633-4fbd-bbca-ee04abd2d9b0,1243dd51-d3bf-4787-9bd5-f13e4bf6878a,8
cec93e1d-c726-4237-a0dc-fd6c9776a590,a4ba2004-1bd3-4644-a022-e26bf06a5a7b,1
cec93e1d-c726-4237-a0dc-fd6c9776a590,6e5d0f0a-f3a0-417e-837f-0139f57c4364,2
dc09f89b-4a54-4886-8928-b1456a820351,7a881c39-38ae-4383-8b8b-73c9088d37d8,9
e0b7fb18-3f29-4f46-81db-722f953849d9,37234f99-80e8-4575-a600-f909ba6fe9a7,7
84c2c6bc-837f-4688-a7c4-c389764e1893,76890f9a-2756-4a55-8530-90d2f61acbe8,9
15804d26-b2a9-45ed-981e-886632401450,87e24cbe-bb3c-4a57-a311-021f49bfa3b2,4
af30f3e8-0fe8-494c-91d4-0defbb295646,e732b942-849a-41a8-a0bb-a355b698f65f,3
15804d26-b2a9-45ed-981e-886632401450,38069970-d7c8-4261-8e76-d6969600202e,9
64fccc06-80c9-40b9-bb7b-b37f6993b222,720ec8c9-0ee0-4612-8f52-35c15146952a,3
2fec2e71-65a7-462d-826a-e897b9ac4100,24877bf7-480d-4cc1-aefa-18c9c3738e61,1
cec93e1d-c726-4237-a0dc-fd6c9776a590,633ff790-58d9-4209-8e1c-fff67182c336,4
84c2c6bc-837f-4688-a7c4-c389764e1893,96848913-1bbf-40d6-8fb2-f96ae7577378,9
e0743e82-2633-4fbd-bbca-ee04abd2d9b0,6523da64-2936-474f-927f-94296f2a0ec5,9
ada1aae0-2e89-4d58-adba-85c19fe42e33,699ccf7f-e862-4c23-a1b0-602b4ac9005c,8
84c2c6bc-837f-4688-a7c4-c389764e1893,db2d8373-1a28-4df0-8a46-e98826fa0de1,5
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,7398c7cd-3fd4-49dc-94aa-15d0171d9b88,6
cec93e1d-c726-4237-a0dc-fd6c9776a590,ac6abcc9-67e3-41a6-a57a-472c90534968,3
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,c2877bce-4978-441f-9bb4-82e32174b8b6,7
09aacb5c-8f49-447e-8cfc-39ab530ce22c,93a19c11-38c1-4535-bef9-e181c4a4aba2,7
e4f3f0bd-8c70-4780-b5b5-825c224562d6,96848913-1bbf-40d6-8fb2-f96ae7577378,2
6dfc68af-9e90-4082-b9eb-1cb983e7338a,71f493e9-e838-45a5-9bee-deb4141829e7,9
6dfc68af-9e90-4082-b9eb-1cb983e7338a,fe29e5d8-6e7b-418f-917e-3d53f4ee5c91,5
e0b7fb18-3f29-4f46-81db-722f953849d9,26c766a9-8e1c-4cc8-b808-2d0b488830da,4
15804d26-b2a9-45ed-981e-886632401450,59dc8d72-275f-40e3-92d0-dfbffba7f19c,2
6dfc68af-9e90-4082-b9eb-1cb983e7338a,59dc8d72-275f-40e3-92d0-dfbffba7f19c,9
09aacb5c-8f49-447e-8cfc-39ab530ce22c,b042dbd5-57f5-45ba-901d-634da70cb7b2,3
eb62d256-e026-46a7-ab41-1b3399dba565,46837953-d045-45b3-8db0-7781cf989b2b,8
828ed99e-44fc-4c4f-824f-2507063b47cb,736f0232-cfdf-4665-8825-fec3119628fc,8
09aacb5c-8f49-447e-8cfc-39ab530ce22c,790d882d-7f62-4d77-b38b-6048e770cb1d,9
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,cf52c2b4-c3a7-41ae-815c-2278f37af49a,5
ada1aae0-2e89-4d58-adba-85c19fe42e33,e03bc770-5c16-4f65-84d2-5ef023b76a62,9
eb62d256-e026-46a7-ab41-1b3399dba565,a887d71a-8e1d-46a7-8b9b-3c88ff85bd3f,4
ada1aae0-2e89-4d58-adba-85c19fe42e33,95fffa61-979d-455c-938a-5a0d653a1fcd,2
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,2b7884ce-b5eb-4187-b417-cc3bba44ee9d,2
eb62d256-e026-46a7-ab41-1b3399dba565,b677e898-042b-4ea5-aff9-4098ca0c313c,2
457cf741-d045-425f-a318-4daea5249b38,04de64fb-5e5a-412f-b669-3e56358f53f4,8
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,d6698edb-b95e-4a34-a7b4-5f1e753b6c07,4
e4f3f0bd-8c70-4780-b5b5-825c224562d6,703f5f44-247f-4a8c-bac8-7c19130a615a,8
7f4ffa94-aea7-449c-a7b1-98722d42ebeb,fea5e600-588d-464c-a6c5-42b3075541d9,5
eb62d256-e026-46a7-ab41-1b3399dba565,eed94e47-4cab-4caf-bda2-999163a41de4,3
af30f3e8-0fe8-494c-91d4-0defbb295646,87e24cbe-bb3c-4a57-a311-021f49bfa3b2,2
e4f3f0bd-8c70-4780-b5b5-825c224562d6,db2d8373-1a28-4df0-8a46-e98826fa0de1,7
457cf741-d045-425f-a318-4daea5249b38,58dcf9bb-9f32-4629-9d1c-cb2718d63293,6
e4f3f0bd-8c70-4780-b5b5-825c224562d6,55191266-0a57-4f27-a337-22a69fc5e80a,6
457cf741-d045-425f-a318-4daea5249b38,790d882d-7f62-4d77-b38b-6048e770cb1d,8
ada1aae0-2e89-4d58-adba-85c19fe42e33,24877bf7-480d-4cc1-aefa-18c9c3738e61,5
6dfc68af-9e90-4082-b9eb-1cb983e7338a,8d58960e-c4bf-48d7-8ff3-f7b684ccac20,4
dc09f89b-4a54-4886-8928-b1456a820351,a10c4072-c790-45c7-8166-3f6258f17edd,8
dc09f89b-4a54-4886-8928-b1456a820351,34cf26f6-c0d0-4620-bf37-898d6ad15e42,4
2fec2e71-65a7-462d-826a-e897b9ac4100,9936f882-0861-4d9c-bcc7-4308efe922c5,4
15804d26-b2a9-45ed-981e-886632401450,76890f9a-2756-4a55-8530-90d2f61acbe8,5
6dfc68af-9e90-4082-b9eb-1cb983e7338a,b042dbd5-57f5-45ba-901d-634da70cb7b2,1
84c2c6bc-837f-4688-a7c4-c389764e1893,34cf26f6-c0d0-4620-bf37-898d6ad15e42,6
a453c643-32c0-4a5d-870b-094089fcd486,e916f4cf-52af-4e11-929a-100e032fa69c,7
c7c47e69-f785-4b6a-b365-b654c3df58fa,bb7db055-7f31-4f85-9d69-103e84da372c,2
cec93e1d-c726-4237-a0dc-fd6c9776a590,5023be57-3b6e-438a-8395-cc76330e9daf,4
dc09f89b-4a54-4886-8928-b1456a820351,ed72f7ff-a8c7-4090-a291-e791e6ba6fb8,1
828ed99e-44fc-4c4f-824f-2507063b47cb,cb48e29e-a738-4739-bc63-d4265c5d3780,2
84c2c6bc-837f-4688-a7c4-c389764e1893,e19d6988-6235-4351-ae13-7d7920e097fb,7
